"id","ingredient_name","scanned_at"
"562","L-Ascorbic Acid/Vitamin C","2025-04-30 15:25:57"
"563","Green S/Acid Brilliant Green BS/Food green
S/Lissamine green (C.I 44090)","2025-04-30 15:25:57"
"564","Thiamine Mononitrate","2025-04-30 15:25:57"
"565","Folic Acid","2025-04-30 15:25:57"
"566","Tartrazine/FD&C Yellow 5 (C.I. 19140)","2025-04-30 15:25:57"
"567","Cyclamic and its Calcium and Sodium Salts","2025-04-30 15:25:57"
"568","Sodium and Potassium Metaphosphates,
Polyphosphates and Pyrophosphates","2025-04-30 15:25:57"
"569","Monostarch Phosphate","2025-04-30 15:25:57"
"570","Natural Flavoring","2025-04-30 15:25:57"
"571","Alcohol as solvent in flavor","2025-04-30 15:25:57"
"572","Marshmallow containing Pork Gelatin","2025-04-30 15:25:57"
"573","Soya Flour","2025-04-30 15:25:57"
"574","Cyclamic and its Calcium and Sodium Salts","2025-04-30 15:25:57"
"575","Sodium Sorbate","2025-04-30 15:26:16"
"576","Wheat","2025-04-30 15:26:16"
"577","Cocoa Butter","2025-04-30 15:26:16"
"578","Ginger","2025-04-30 15:26:16"
"579","Brilliant Blue FCF/FD&C Blue 1 (C.I. 42090)","2025-04-30 15:26:16"
"580","Ammonium Phosphatides/Emulsifier YN","2025-04-30 15:26:16"
"581","Soy Lecithin","2025-04-30 15:26:16"
"582","Buttermilk Solids","2025-04-30 15:26:16"
"583","Soya Flour","2025-04-30 15:26:16"
"584","Dried Milk","2025-04-30 15:26:16"
"585","Hydrogenated Glucose Syrup","2025-04-30 15:26:16"
"586","Raisin","2025-04-30 15:26:16"
"587","Sodium Bicarbonate","2025-04-30 15:26:16"
"588","Salt","2025-04-30 15:26:16"
"589","Baker's Yeast","2025-04-30 15:26:16"
"590","Polyoxyethylene (20) Sorbitan
Monostearate/Polysorbate 60/Tween 60","2025-04-30 15:26:16"
"591","Gluten","2025-04-30 15:26:16"
"592","Soy Sauce","2025-04-30 15:26:16"
"593","Gluten","2025-04-30 15:26:16"
"594","Chocolate","2025-04-30 15:26:16"
"595","Chocolate","2025-04-30 15:26:16"
"596","Polyoxyethylene (20) Sorbitan
Monolaurate/Polysorbate 20/Tween 20","2025-04-30 15:26:16"
"597","Propionic Acid","2025-04-30 15:26:16"
"598","Cocoa Butter","2025-04-30 15:26:16"
"599","Ginger","2025-04-30 15:26:16"
"600","Carbon Black/Vegetable Carbon","2025-04-30 15:26:16"
"601","Sodium, Potassium and Calcium Salts of Fatty
Acids","2025-04-30 15:26:16"
"602","Brown HT/Chocolate Brown HT (C.I. 20285)","2025-04-30 15:26:16"
"603","Dried Milk","2025-04-30 15:26:16"
"604","Allura Red AC/Food Red 17/FD&C Red 40 (C.I.
16035)","2025-04-30 15:26:16"
"605","Soya Flour","2025-04-30 15:26:16"
"606","Marshmallow containing Pork Gelatin","2025-04-30 15:26:16"
"607","Vitamin B5: As Pantotherric Acid","2025-04-30 15:26:16"
"608","Marshmallow containing Pork Gelatin","2025-04-30 15:26:16"
"609","Buttermilk Solids","2025-04-30 15:26:16"
"610","Cyclamic and its Calcium and Sodium Salts","2025-04-30 15:26:16"
"611","Sorbitan Monolaurate/Span 20","2025-04-30 15:26:16"
"612","Sour Cream Solids","2025-04-30 15:26:16"
"613","Brown HT/Chocolate Brown HT (C.I. 20285)","2025-04-30 15:26:16"
"614","Alcohol in dry form is used as an ingredient","2025-04-30 15:26:43"
"615","Flour","2025-04-30 15:26:43"
"616","Starch","2025-04-30 15:26:43"
"617","Potato Starch","2025-04-30 15:26:43"
"618","Vegetable Oils","2025-04-30 15:26:43"
"619","Salt","2025-04-30 15:26:43"
"620","Salt","2025-04-30 15:26:44"
"621","Ammonium Phosphatides/Emulsifier YN","2025-04-30 15:26:44"
"622","Soya Flour","2025-04-30 15:26:44"
"623","Soy Sauce","2025-04-30 15:26:44"
"624","Green S/Acid Brilliant Green BS/Food green
S/Lissamine green (C.I 44090)","2025-04-30 15:26:44"
"625","Vanilla Bean Powder","2025-04-30 15:26:44"
"626","Hydrolyzed Vegetable Protein","2025-04-30 15:26:44"
"627","Corn","2025-04-30 15:26:44"
"628","Dextrin","2025-04-30 15:26:44"
"629","Baker's Yeast Extract","2025-04-30 15:26:44"
"630","Spices","2025-04-30 15:26:44"
"631","Sugar","2025-04-30 15:26:44"
"632","Fructose","2025-04-30 15:26:44"
"633","Soybean","2025-04-30 15:26:44"
"634","Flour","2025-04-30 15:26:44"
"635","Corn","2025-04-30 15:26:44"
"636","Hydrogenated Glucose Syrup","2025-04-30 15:26:44"
"637","Dried Milk","2025-04-30 15:26:44"
"638","Gluten","2025-04-30 15:26:44"
"639","Cocoa Butter","2025-04-30 15:26:44"
"640","Starch","2025-04-30 15:26:44"
"641","Wheat","2025-04-30 15:26:44"
"642","Carbon Black/Vegetable Carbon","2025-04-30 15:26:44"
"643","Mineral Oil/Petrolatum","2025-04-30 15:26:44"
"644","Mineral Oil/Petrolatum","2025-04-30 15:26:44"
"645","Cyclamic and its Calcium and Sodium Salts","2025-04-30 15:26:44"
"646","Ammonium Phosphatides/Emulsifier YN","2025-04-30 15:26:44"
"647","Green S/Acid Brilliant Green BS/Food green
S/Lissamine green (C.I 44090)","2025-04-30 15:26:44"
"648","Polyoxyethylene (8) Stearate","2025-04-30 15:26:44"
"649","Capsanthin/Capsorubin/Paprika extract","2025-04-30 15:26:44"
"650","TBHQ Textured Vegetable Protein","2025-04-30 15:26:44"
"651","Turola Yeast","2025-04-30 15:26:44"
"652","Soya Flour","2025-04-30 15:26:44"
"653","Artificial Flavours","2025-04-30 15:26:44"
"654","Vegetable Oils","2025-04-30 15:26:44"
"655","Dried Milk","2025-04-30 15:26:44"
"656","Copper Complexes of Chlorophyll (C.I. 75810)","2025-04-30 15:26:44"
"657","Potassium Carbonate/Potassium Hydrogen
Carbonate","2025-04-30 15:26:44"
"658","Sodium Carbonate/Sodium Bicarbonate/Baking
Soda","2025-04-30 15:26:44"
"659","Sodium Phosphates","2025-04-30 15:26:44"
"660","Lecithins","2025-04-30 15:26:44"
"661","Sorbitol/Sorbitol Syrup","2025-04-30 15:26:44"
"662","Disodium Guanylate","2025-04-30 15:26:44"
"663","Monosodium Glutamate/MSG","2025-04-30 15:26:44"
"664","Disodium Inosinate","2025-04-30 15:26:44"
"665","Acacia/Gum Arabic","2025-04-30 15:26:44"
"666","Alcohol in dry form is used as an ingredient","2025-04-30 15:27:18"
"667","Oats","2025-04-30 15:27:18"
"668","Sodium and Potassium Metaphosphates,
Polyphosphates and Pyrophosphates","2025-04-30 15:27:18"
"669","Cranberry","2025-04-30 15:27:18"
"670","Sugar","2025-04-30 15:27:18"
"671","Flour","2025-04-30 15:27:18"
"672","Edible Bone Phosphate/Bone Meal","2025-04-30 15:27:19"
"673","Rice","2025-04-30 15:27:19"
"674","Wheat","2025-04-30 15:27:19"
"675","Flour","2025-04-30 15:27:19"
"676","Hydrogenated Glucose Syrup","2025-04-30 15:27:19"
"677","Corn","2025-04-30 15:27:19"
"678","Honey","2025-04-30 15:27:19"
"679","Malt","2025-04-30 15:27:19"
"680","Bran","2025-04-30 15:27:19"
"681","Flour","2025-04-30 15:27:19"
"682","Salt","2025-04-30 15:27:19"
"683","Dextrose","2025-04-30 15:27:19"
"684","Flour","2025-04-30 15:27:19"
"685","Raisin","2025-04-30 15:27:19"
"686","Cream","2025-04-30 15:27:19"
"687","Gluten","2025-04-30 15:27:19"
"688","Potassium Tartrate/Potassium Hydrogen
Tartrate/Cream of Tartar","2025-04-30 15:27:19"
"689","Cyclamic and its Calcium and Sodium Salts","2025-04-30 15:27:19"
"690","Aspartame/Nutrasweet","2025-04-30 15:27:19"
"691","Sodium Benzoate","2025-04-30 15:27:19"
"692","Edible Bone Phosphate/Bone Meal","2025-04-30 15:27:19"
"693","Carbon Black/Vegetable Carbon","2025-04-30 15:27:19"
"694","Mineral Oil/Petrolatum","2025-04-30 15:27:19"
"695","Artificial Flavours","2025-04-30 15:27:19"
"696","Artificial Coors or FD&C Yellow No. 5 and others","2025-04-30 15:27:19"
"697","Marshmallow containing Pork Gelatin","2025-04-30 15:27:19"
"698","Soya Flour","2025-04-30 15:27:19"
"699","Butylated Hydroxyanisole (BHA)","2025-04-30 15:27:19"
"700","Soy Sauce","2025-04-30 15:27:43"
"701","Alcohol in dry form is used as an ingredient","2025-04-30 15:27:43"
"702","Onion","2025-04-30 15:27:43"
"703","Garlic","2025-04-30 15:27:43"
"704","Ginger","2025-04-30 15:27:43"
"705","Sugar","2025-04-30 15:27:43"
"706","Allura Red AC/Food Red 17/FD&C Red 40 (C.I.
16035)","2025-04-30 15:27:43"
"707","Microcrystalline Cellulose/Powdered Cellulose","2025-04-30 15:27:43"
"708","Soybean Oil","2025-04-30 15:27:43"
"709","Salt","2025-04-30 15:27:43"
"710","Flour","2025-04-30 15:27:43"
"711","Spices","2025-04-30 15:27:43"
"712","Alcohol as solvent in flavor","2025-04-30 15:27:43"
"713","Gluten","2025-04-30 15:27:43"
"714","Enzyme Modified Soya Lecithin","2025-04-30 15:27:43"
"715","Mustard","2025-04-30 15:27:43"
"716","Sodium and Potassium Metaphosphates,
Polyphosphates and Pyrophosphates","2025-04-30 15:27:43"
"717","Natural Flavoring","2025-04-30 15:27:43"
"718","Soy Sauce","2025-04-30 15:27:43"
"719","Cyclamic and its Calcium and Sodium Salts","2025-04-30 15:27:43"
"720","Amaranth/FD&C Red 2 (C.I. 16185)","2025-04-30 15:27:43"
"721","Microcrystalline Cellulose/Powdered Cellulose","2025-04-30 15:27:43"
"722","Copper Complexes of Chlorophyll (C.I. 75810)","2025-04-30 15:27:43"
"723","Soya Flour","2025-04-30 15:27:43"
"724","Alcohol as solvent in flavor","2025-04-30 15:27:43"
"725","Disodium Guanylate","2025-04-30 15:27:43"
"726","Sodium Benzoate","2025-04-30 15:27:43"
"727","Marshmallow containing Pork Gelatin","2025-04-30 15:27:43"
"728","Buttermilk Solids","2025-04-30 15:27:43"
"729","Natural Flavoring","2025-04-30 15:27:43"
"730","Artificial Flavours","2025-04-30 15:27:43"
"731","Acetic Acid","2025-04-30 15:27:43"
"732","Citric Acid","2025-04-30 15:27:43"
"733","Acetylated Distarch Adipate","2025-04-30 15:27:43"
"734","Xanthan Gum/Corn Sugar Gum","2025-04-30 15:27:43"
"735","Disodium Inosinate","2025-04-30 15:27:43"
"736","Hydrogenated Glucose Syrup","2025-04-30 15:31:41"
"737","Sugar","2025-04-30 15:31:41"
"738","Dextrose","2025-04-30 15:31:41"
"739","Enzyme Modified Soya Lecithin","2025-04-30 15:31:41"
"740","Starch","2025-04-30 15:31:41"
"741","Potato Starch","2025-04-30 15:31:41"
"742","Sorbic Acid","2025-04-30 15:31:41"
"743","Citric Acid","2025-04-30 15:31:41"
"744","Malic Acid (DL- or L-)","2025-04-30 15:31:41"
"745","Lactic Acid","2025-04-30 15:31:41"
"746","Rice","2025-04-30 15:31:41"
"747","Invert Sugar","2025-04-30 15:31:41"
"748","Sugar","2025-04-30 15:31:41"
"749","Pectin","2025-04-30 15:31:41"
"750","Brewer's Yeast Extract or Autolyzed Yeast from beer","2025-04-30 15:31:41"
"751","Paprika","2025-04-30 15:31:41"
"752","Coconut","2025-04-30 15:31:41"
"753","Canola Oil","2025-04-30 15:31:41"
"754","Sodium and Potassium Metaphosphates,
Polyphosphates and Pyrophosphates","2025-04-30 15:31:41"
"755","Whey Protein Concentrate","2025-04-30 15:31:41"
"756","Horseradish","2025-04-30 15:31:41"
"757","Carnauba Wax","2025-04-30 15:31:41"
"758","Hydrolyzed Vegetable Protein","2025-04-30 15:31:41"
"759","Hydrogenated Glucose Syrup","2025-04-30 15:31:41"
"760","Hydrogenated Glucose Syrup","2025-04-30 15:31:41"
"761","Enzyme Modified Soya Lecithin","2025-04-30 15:31:41"
"762","Tapioca Starch","2025-04-30 15:31:41"
"763","Potato Starch","2025-04-30 15:31:41"
"764","Citric Acid","2025-04-30 15:31:41"
"765","Malic Acid (DL- or L-)","2025-04-30 15:31:41"
"766","Lactic Acid","2025-04-30 15:31:41"
"767","Green S/Acid Brilliant Green BS/Food green
S/Lissamine green (C.I 44090)","2025-04-30 15:31:41"
"768","TBHQ Textured Vegetable Protein","2025-04-30 15:31:41"
"769","Invert Sugar","2025-04-30 15:31:41"
"770","Potassium Citrates","2025-04-30 15:31:41"
"771","Capsanthin/Capsorubin/Paprika extract","2025-04-30 15:31:41"
"772","Mineral Oil/Petrolatum","2025-04-30 15:31:41"
"773","Ascorbyl Palmitate","2025-04-30 15:31:41"
"774","Cyclamic and its Calcium and Sodium Salts","2025-04-30 15:31:41"
"775","Carbon Black/Vegetable Carbon","2025-04-30 15:31:41"
"776","Carnauba Wax","2025-04-30 15:31:41"
"777","Refined Microcrystalline Wax","2025-04-30 15:31:41"
"778","Azodicarbonamide/Azoformamide","2025-04-30 15:31:41"
"779","Sodium Citrates","2025-04-30 15:31:42"
"780","Potassium Citrates","2025-04-30 15:31:42"
"781","Alcohol in dry form is used as an ingredient","2025-04-30 15:42:16"
"782","Flour","2025-04-30 15:42:16"
"783","Flour","2025-04-30 15:42:16"
"784","Flour","2025-04-30 15:42:16"
"785","Sorbic Acid","2025-04-30 15:42:16"
"786","Niacin","2025-04-30 15:42:16"
"787","Iron","2025-04-30 15:42:16"
"788","Thiamine Mononitrate","2025-04-30 15:42:16"
"789","Folic Acid","2025-04-30 15:42:16"
"790","Sugar","2025-04-30 15:42:16"
"791","Corn","2025-04-30 15:42:16"
"792","Salt","2025-04-30 15:42:16"
"793","Baking Soda","2025-04-30 15:42:16"
"794","Sodium Acid Pyrophosphate","2025-04-30 15:42:16"
"795","Soybean","2025-04-30 15:42:16"
"796","Honey","2025-04-30 15:42:16"
"797","Natural Flavors","2025-04-30 15:42:16"
"798","Wheat","2025-04-30 15:42:16"
"799","Dried Milk","2025-04-30 15:42:16"
"800","Egg","2025-04-30 15:42:16"
"801","Sodium and Potassium Metaphosphates,
Polyphosphates and Pyrophosphates","2025-04-30 15:42:16"
"802","L-Ascorbic Acid/Vitamin C","2025-04-30 15:42:16"
"803","Green S/Acid Brilliant Green BS/Food green
S/Lissamine green (C.I 44090)","2025-04-30 15:42:16"
"804","Thiamine Mononitrate","2025-04-30 15:42:16"
"805","Folic Acid","2025-04-30 15:42:16"
"806","Tartrazine/FD&C Yellow 5 (C.I. 19140)","2025-04-30 15:42:16"
"807","Cyclamic and its Calcium and Sodium Salts","2025-04-30 15:42:16"
"808","Sodium and Potassium Metaphosphates,
Polyphosphates and Pyrophosphates","2025-04-30 15:42:16"
"809","Monostarch Phosphate","2025-04-30 15:42:16"
"810","Natural Flavoring","2025-04-30 15:42:16"
"811","Alcohol as solvent in flavor","2025-04-30 15:42:16"
"812","Marshmallow containing Pork Gelatin","2025-04-30 15:42:16"
"813","Soya Flour","2025-04-30 15:42:16"
"814","Cyclamic and its Calcium and Sodium Salts","2025-04-30 15:42:16"
"815","Alcohol in dry form is used as an ingredient","2025-04-30 15:42:24"
"816","Flour","2025-04-30 15:42:24"
"817","Starch","2025-04-30 15:42:24"
"818","Potato Starch","2025-04-30 15:42:24"
"819","Vegetable Oils","2025-04-30 15:42:24"
"820","Salt","2025-04-30 15:42:24"
"821","Salt","2025-04-30 15:42:24"
"822","Ammonium Phosphatides/Emulsifier YN","2025-04-30 15:42:24"
"823","Soya Flour","2025-04-30 15:42:25"
"824","Soy Sauce","2025-04-30 15:42:25"
"825","Green S/Acid Brilliant Green BS/Food green
S/Lissamine green (C.I 44090)","2025-04-30 15:42:25"
"826","Vanilla Bean Powder","2025-04-30 15:42:25"
"827","Hydrolyzed Vegetable Protein","2025-04-30 15:42:25"
"828","Corn","2025-04-30 15:42:25"
"829","Dextrin","2025-04-30 15:42:25"
"830","Baker's Yeast Extract","2025-04-30 15:42:25"
"831","Spices","2025-04-30 15:42:25"
"832","Sugar","2025-04-30 15:42:25"
"833","Fructose","2025-04-30 15:42:25"
"834","Soybean","2025-04-30 15:42:25"
"835","Flour","2025-04-30 15:42:25"
"836","Corn","2025-04-30 15:42:25"
"837","Hydrogenated Glucose Syrup","2025-04-30 15:42:25"
"838","Dried Milk","2025-04-30 15:42:25"
"839","Gluten","2025-04-30 15:42:25"
"840","Cocoa Butter","2025-04-30 15:42:25"
"841","Starch","2025-04-30 15:42:25"
"842","Wheat","2025-04-30 15:42:25"
"843","Carbon Black/Vegetable Carbon","2025-04-30 15:42:25"
"844","Mineral Oil/Petrolatum","2025-04-30 15:42:25"
"845","Mineral Oil/Petrolatum","2025-04-30 15:42:25"
"846","Cyclamic and its Calcium and Sodium Salts","2025-04-30 15:42:25"
"847","Ammonium Phosphatides/Emulsifier YN","2025-04-30 15:42:25"
"848","Green S/Acid Brilliant Green BS/Food green
S/Lissamine green (C.I 44090)","2025-04-30 15:42:25"
"849","Polyoxyethylene (8) Stearate","2025-04-30 15:42:25"
"850","Capsanthin/Capsorubin/Paprika extract","2025-04-30 15:42:25"
"851","TBHQ Textured Vegetable Protein","2025-04-30 15:42:25"
"852","Turola Yeast","2025-04-30 15:42:25"
"853","Soya Flour","2025-04-30 15:42:25"
"854","Artificial Flavours","2025-04-30 15:42:25"
"855","Vegetable Oils","2025-04-30 15:42:25"
"856","Dried Milk","2025-04-30 15:42:25"
"857","Copper Complexes of Chlorophyll (C.I. 75810)","2025-04-30 15:42:25"
"858","Potassium Carbonate/Potassium Hydrogen
Carbonate","2025-04-30 15:42:25"
"859","Sodium Carbonate/Sodium Bicarbonate/Baking
Soda","2025-04-30 15:42:25"
"860","Sodium Phosphates","2025-04-30 15:42:25"
"861","Lecithins","2025-04-30 15:42:25"
"862","Sorbitol/Sorbitol Syrup","2025-04-30 15:42:25"
"863","Disodium Guanylate","2025-04-30 15:42:25"
"864","Monosodium Glutamate/MSG","2025-04-30 15:42:25"
"865","Disodium Inosinate","2025-04-30 15:42:25"
"866","Acacia/Gum Arabic","2025-04-30 15:42:25"
"867","Alcohol in dry form is used as an ingredient","2025-04-30 22:28:16"
"868","Oats","2025-04-30 22:28:16"
"869","Sodium and Potassium Metaphosphates,
Polyphosphates and Pyrophosphates","2025-04-30 22:28:16"
"870","Cranberry","2025-04-30 22:28:16"
"871","Sugar","2025-04-30 22:28:16"
"872","Flour","2025-04-30 22:28:16"
"873","Edible Bone Phosphate/Bone Meal","2025-04-30 22:28:16"
"874","Rice","2025-04-30 22:28:16"
"875","Wheat","2025-04-30 22:28:16"
"876","Flour","2025-04-30 22:28:16"
"877","Hydrogenated Glucose Syrup","2025-04-30 22:28:16"
"878","Corn","2025-04-30 22:28:16"
"879","Honey","2025-04-30 22:28:16"
"880","Malt","2025-04-30 22:28:16"
"881","Bran","2025-04-30 22:28:16"
"882","Flour","2025-04-30 22:28:16"
"883","Salt","2025-04-30 22:28:16"
"884","Dextrose","2025-04-30 22:28:16"
"885","Flour","2025-04-30 22:28:16"
"886","Raisin","2025-04-30 22:28:16"
"887","Cream","2025-04-30 22:28:16"
"888","Gluten","2025-04-30 22:28:16"
"889","Potassium Tartrate/Potassium Hydrogen
Tartrate/Cream of Tartar","2025-04-30 22:28:16"
"890","Cyclamic and its Calcium and Sodium Salts","2025-04-30 22:28:16"
"891","Aspartame/Nutrasweet","2025-04-30 22:28:16"
"892","Sodium Benzoate","2025-04-30 22:28:16"
"893","Edible Bone Phosphate/Bone Meal","2025-04-30 22:28:16"
"894","Carbon Black/Vegetable Carbon","2025-04-30 22:28:16"
"895","Mineral Oil/Petrolatum","2025-04-30 22:28:16"
"896","Artificial Flavours","2025-04-30 22:28:16"
"897","Artificial Coors or FD&C Yellow No. 5 and others","2025-04-30 22:28:16"
"898","Marshmallow containing Pork Gelatin","2025-04-30 22:28:16"
"899","Soya Flour","2025-04-30 22:28:16"
"900","Butylated Hydroxyanisole (BHA)","2025-04-30 22:28:16"
"901","Alcohol in dry form is used as an ingredient","2025-04-30 22:28:39"
"902","Flour","2025-04-30 22:28:39"
"903","Starch","2025-04-30 22:28:39"
"904","Potato Starch","2025-04-30 22:28:39"
"905","Vegetable Oils","2025-04-30 22:28:39"
"906","Salt","2025-04-30 22:28:39"
"907","Salt","2025-04-30 22:28:39"
"908","Ammonium Phosphatides/Emulsifier YN","2025-04-30 22:28:39"
"909","Soya Flour","2025-04-30 22:28:39"
"910","Soy Sauce","2025-04-30 22:28:39"
"911","Green S/Acid Brilliant Green BS/Food green
S/Lissamine green (C.I 44090)","2025-04-30 22:28:39"
"912","Vanilla Bean Powder","2025-04-30 22:28:39"
"913","Hydrolyzed Vegetable Protein","2025-04-30 22:28:40"
"914","Corn","2025-04-30 22:28:40"
"915","Dextrin","2025-04-30 22:28:40"
"916","Baker's Yeast Extract","2025-04-30 22:28:40"
"917","Spices","2025-04-30 22:28:40"
"918","Sugar","2025-04-30 22:28:40"
"919","Fructose","2025-04-30 22:28:40"
"920","Soybean","2025-04-30 22:28:40"
"921","Flour","2025-04-30 22:28:40"
"922","Corn","2025-04-30 22:28:40"
"923","Hydrogenated Glucose Syrup","2025-04-30 22:28:40"
"924","Dried Milk","2025-04-30 22:28:40"
"925","Gluten","2025-04-30 22:28:40"
"926","Cocoa Butter","2025-04-30 22:28:40"
"927","Starch","2025-04-30 22:28:40"
"928","Wheat","2025-04-30 22:28:40"
"929","Carbon Black/Vegetable Carbon","2025-04-30 22:28:40"
"930","Mineral Oil/Petrolatum","2025-04-30 22:28:40"
"931","Mineral Oil/Petrolatum","2025-04-30 22:28:40"
"932","Cyclamic and its Calcium and Sodium Salts","2025-04-30 22:28:40"
"933","Ammonium Phosphatides/Emulsifier YN","2025-04-30 22:28:40"
"934","Green S/Acid Brilliant Green BS/Food green
S/Lissamine green (C.I 44090)","2025-04-30 22:28:40"
"935","Polyoxyethylene (8) Stearate","2025-04-30 22:28:40"
"936","Capsanthin/Capsorubin/Paprika extract","2025-04-30 22:28:40"
"937","TBHQ Textured Vegetable Protein","2025-04-30 22:28:40"
"938","Turola Yeast","2025-04-30 22:28:40"
"939","Soya Flour","2025-04-30 22:28:40"
"940","Artificial Flavours","2025-04-30 22:28:40"
"941","Vegetable Oils","2025-04-30 22:28:40"
"942","Dried Milk","2025-04-30 22:28:40"
"943","Copper Complexes of Chlorophyll (C.I. 75810)","2025-04-30 22:28:40"
"944","Potassium Carbonate/Potassium Hydrogen
Carbonate","2025-04-30 22:28:40"
"945","Sodium Carbonate/Sodium Bicarbonate/Baking
Soda","2025-04-30 22:28:40"
"946","Sodium Phosphates","2025-04-30 22:28:40"
"947","Lecithins","2025-04-30 22:28:40"
"948","Sorbitol/Sorbitol Syrup","2025-04-30 22:28:40"
"949","Disodium Guanylate","2025-04-30 22:28:40"
"950","Monosodium Glutamate/MSG","2025-04-30 22:28:40"
"951","Disodium Inosinate","2025-04-30 22:28:40"
"952","Acacia/Gum Arabic","2025-04-30 22:28:40"
"953","Soy Sauce","2025-04-30 22:32:24"
"954","Alcohol in dry form is used as an ingredient","2025-04-30 22:32:24"
"955","Onion","2025-04-30 22:32:24"
"956","Garlic","2025-04-30 22:32:24"
"957","Ginger","2025-04-30 22:32:24"
"958","Sugar","2025-04-30 22:32:24"
"959","Allura Red AC/Food Red 17/FD&C Red 40 (C.I.
16035)","2025-04-30 22:32:24"
"960","Microcrystalline Cellulose/Powdered Cellulose","2025-04-30 22:32:24"
"961","Soybean Oil","2025-04-30 22:32:24"
"962","Salt","2025-04-30 22:32:24"
"963","Flour","2025-04-30 22:32:24"
"964","Spices","2025-04-30 22:32:24"
"965","Alcohol as solvent in flavor","2025-04-30 22:32:24"
"966","Gluten","2025-04-30 22:32:24"
"967","Enzyme Modified Soya Lecithin","2025-04-30 22:32:24"
"968","Mustard","2025-04-30 22:32:24"
"969","Sodium and Potassium Metaphosphates,
Polyphosphates and Pyrophosphates","2025-04-30 22:32:24"
"970","Natural Flavoring","2025-04-30 22:32:24"
"971","Soy Sauce","2025-04-30 22:32:24"
"972","Cyclamic and its Calcium and Sodium Salts","2025-04-30 22:32:24"
"973","Amaranth/FD&C Red 2 (C.I. 16185)","2025-04-30 22:32:24"
"974","Microcrystalline Cellulose/Powdered Cellulose","2025-04-30 22:32:24"
"975","Copper Complexes of Chlorophyll (C.I. 75810)","2025-04-30 22:32:24"
"976","Soya Flour","2025-04-30 22:32:24"
"977","Alcohol as solvent in flavor","2025-04-30 22:32:24"
"978","Disodium Guanylate","2025-04-30 22:32:24"
"979","Sodium Benzoate","2025-04-30 22:32:24"
"980","Marshmallow containing Pork Gelatin","2025-04-30 22:32:24"
"981","Buttermilk Solids","2025-04-30 22:32:24"
"982","Natural Flavoring","2025-04-30 22:32:24"
"983","Artificial Flavours","2025-04-30 22:32:24"
"984","Acetic Acid","2025-04-30 22:32:24"
"985","Citric Acid","2025-04-30 22:32:24"
"986","Acetylated Distarch Adipate","2025-04-30 22:32:24"
"987","Xanthan Gum/Corn Sugar Gum","2025-04-30 22:32:24"
"988","Disodium Inosinate","2025-04-30 22:32:24"
"989","Soy Sauce","2025-04-30 22:48:43"
"990","Alcohol in dry form is used as an ingredient","2025-04-30 22:48:43"
"991","Onion","2025-04-30 22:48:43"
"992","Garlic","2025-04-30 22:48:43"
"993","Ginger","2025-04-30 22:48:43"
"994","Sugar","2025-04-30 22:48:43"
"995","Allura Red AC/Food Red 17/FD&C Red 40 (C.I.
16035)","2025-04-30 22:48:43"
"996","Microcrystalline Cellulose/Powdered Cellulose","2025-04-30 22:48:43"
"997","Soybean Oil","2025-04-30 22:48:43"
"998","Salt","2025-04-30 22:48:43"
"999","Flour","2025-04-30 22:48:43"
"1000","Spices","2025-04-30 22:48:44"
"1001","Alcohol as solvent in flavor","2025-04-30 22:48:44"
"1002","Gluten","2025-04-30 22:48:44"
"1003","Enzyme Modified Soya Lecithin","2025-04-30 22:48:44"
"1004","Mustard","2025-04-30 22:48:44"
"1005","Sodium and Potassium Metaphosphates,
Polyphosphates and Pyrophosphates","2025-04-30 22:48:44"
"1006","Natural Flavoring","2025-04-30 22:48:44"
"1007","Soy Sauce","2025-04-30 22:48:44"
"1008","Cyclamic and its Calcium and Sodium Salts","2025-04-30 22:48:44"
"1009","Amaranth/FD&C Red 2 (C.I. 16185)","2025-04-30 22:48:44"
"1010","Microcrystalline Cellulose/Powdered Cellulose","2025-04-30 22:48:44"
"1011","Copper Complexes of Chlorophyll (C.I. 75810)","2025-04-30 22:48:44"
"1012","Soya Flour","2025-04-30 22:48:44"
"1013","Alcohol as solvent in flavor","2025-04-30 22:48:44"
"1014","Disodium Guanylate","2025-04-30 22:48:44"
"1015","Sodium Benzoate","2025-04-30 22:48:44"
"1016","Marshmallow containing Pork Gelatin","2025-04-30 22:48:44"
"1017","Buttermilk Solids","2025-04-30 22:48:44"
"1018","Natural Flavoring","2025-04-30 22:48:44"
"1019","Artificial Flavours","2025-04-30 22:48:44"
"1020","Acetic Acid","2025-04-30 22:48:44"
"1021","Citric Acid","2025-04-30 22:48:44"
"1022","Acetylated Distarch Adipate","2025-04-30 22:48:44"
"1023","Xanthan Gum/Corn Sugar Gum","2025-04-30 22:48:44"
"1024","Disodium Inosinate","2025-04-30 22:48:44"
"1025","Alcohol in dry form is used as an ingredient","2025-04-30 22:50:02"
"1026","Flour","2025-04-30 22:50:02"
"1027","Flour","2025-04-30 22:50:02"
"1028","Niacin","2025-04-30 22:50:02"
"1029","Iron","2025-04-30 22:50:02"
"1030","Riboflavin/Lactofavin/Vitamin B 
2","2025-04-30 22:50:02"
"1031","Thiamine Mononitrate","2025-04-30 22:50:02"
"1032","Ascorbic acid or Vitamin C","2025-04-30 22:50:02"
"1033","Folic Acid","2025-04-30 22:50:02"
"1034","Vegetable Oils","2025-04-30 22:50:02"
"1035","High Fructose Corn Syrup","2025-04-30 22:50:02"
